model_name,class,false_positive_rate,true_positive_rate,threshold
water_quality_ensemble,0,0.0,0.0,inf
water_quality_ensemble,0,0.004016064257028112,0.0,0.4555734676418403
water_quality_ensemble,0,0.008032128514056224,0.0,0.415188482454837
water_quality_ensemble,0,0.008032128514056224,1.0,0.4081756468098085
water_quality_ensemble,0,1.0,1.0,0.044188265624094225
water_quality_ensemble,1,0.0,0.0,inf
water_quality_ensemble,1,0.0,0.05,0.5240850122973512
water_quality_ensemble,1,0.0,0.35,0.36885986987185215
water_quality_ensemble,1,0.004347826086956522,0.35,0.3386680901772518
water_quality_ensemble,1,0.004347826086956522,0.45,0.3230005333225974
water_quality_ensemble,1,0.013043478260869565,0.45,0.29831396243732605
water_quality_ensemble,1,0.013043478260869565,0.5,0.29752714976209343
water_quality_ensemble,1,0.017391304347826087,0.5,0.28662248696779774
water_quality_ensemble,1,0.017391304347826087,0.6,0.2601464086589677
water_quality_ensemble,1,0.030434782608695653,0.6,0.24820762108684824
water_quality_ensemble,1,0.030434782608695653,0.65,0.23052738739970732
water_quality_ensemble,1,0.034782608695652174,0.65,0.22085342675468186
water_quality_ensemble,1,0.034782608695652174,0.7,0.21545764826447264
water_quality_ensemble,1,0.05217391304347826,0.7,0.19571359180423153
water_quality_ensemble,1,0.05217391304347826,0.75,0.1893847210341135
water_quality_ensemble,1,0.06086956521739131,0.75,0.178189986798719
water_quality_ensemble,1,0.06086956521739131,0.9,0.16768971827395715
water_quality_ensemble,1,0.06956521739130435,0.9,0.16250340648134445
water_quality_ensemble,1,0.06956521739130435,0.95,0.1603599598327109
water_quality_ensemble,1,0.07391304347826087,0.95,0.15883172734452508
water_quality_ensemble,1,0.07391304347826087,1.0,0.1572872100312285
water_quality_ensemble,1,1.0,1.0,0.029447340680208486
water_quality_ensemble,2,0.0,0.0,inf
water_quality_ensemble,2,0.0,0.004366812227074236,0.9183952037856149
water_quality_ensemble,2,0.0,0.9213973799126638,0.7596635222639819
water_quality_ensemble,2,0.047619047619047616,0.9213973799126638,0.757582543468299
water_quality_ensemble,2,0.047619047619047616,0.9432314410480349,0.7450532018443669
water_quality_ensemble,2,0.14285714285714285,0.9432314410480349,0.7386015159317232
water_quality_ensemble,2,0.14285714285714285,0.9475982532751092,0.7317822430139218
water_quality_ensemble,2,0.19047619047619047,0.9475982532751092,0.7210528585372247
water_quality_ensemble,2,0.19047619047619047,0.9606986899563319,0.705900532813195
water_quality_ensemble,2,0.23809523809523808,0.9606986899563319,0.7011862124989205
water_quality_ensemble,2,0.23809523809523808,0.9737991266375546,0.6884253339851739
water_quality_ensemble,2,0.2857142857142857,0.9737991266375546,0.6815919846498829
water_quality_ensemble,2,0.2857142857142857,0.9781659388646288,0.6533054457363833
water_quality_ensemble,2,0.42857142857142855,0.9781659388646288,0.6208549180467605
water_quality_ensemble,2,0.42857142857142855,0.9912663755458515,0.5997041531757461
water_quality_ensemble,2,0.47619047619047616,0.9912663755458515,0.5835239326000983
water_quality_ensemble,2,0.47619047619047616,1.0,0.5656197327782478
water_quality_ensemble,2,1.0,1.0,0.34352829031412374
